@relation viterbi_ok1-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R27-I-1

@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute IdW numeric
@attribute TotLines numeric
@attribute Prop {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {0.0,yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {0.0,T1,R1,SP1}
@attribute TH3 {0.0,T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute Gender {f,m}
@attribute N.Syll. numeric
@attribute Tobi-1 {0.0,S,L*+H,LH-,U,H*,LL-,L*,HL-}
@attribute 'Copy of PoS-1' {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of IdW-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of Prop-1' {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {0.0,yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {0.0,T1,R1,SP1}
@attribute 'Copy of TH3-1' {0.0,T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of Gender-1' {f,m}
@attribute 'Copy of N.Syll.-1' numeric
@attribute ToBI {S,L*+H,LL-,LH-,U,H*,L*,HL-,HH-}

@data
DT,NMOD,7,9,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*,VBP,ROOT,6,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
NNS,OBJ,8,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,DT,NMOD,7,9,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
VBG,ADV,1,18,0.0,0.0,SP1,0.0,0.0,3,A,f,3,0.0,NNS,OBJ,8,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H
TO,PMOD,2,18,0.0,0.0,SP1,0.0,0.0,3,A,f,1,L*+H,VBG,ADV,1,18,0.0,0.0,SP1,0.0,0.0,3,A,f,3,U
DT,NMOD,3,18,0.0,0.0,SP1,0.0,0.0,3,A,f,1,U,TO,PMOD,2,18,0.0,0.0,SP1,0.0,0.0,3,A,f,1,U
NNS,PMOD,4,18,0.0,0.0,SP1,0.0,0.0,3,A,f,3,U,DT,NMOD,3,18,0.0,0.0,SP1,0.0,0.0,3,A,f,1,LH-
DT,NMOD,6,18,0.0,0.0,T1,0.0,0.0,3,B,f,1,LH-,NNS,PMOD,4,18,0.0,0.0,SP1,0.0,0.0,3,A,f,3,U
NN,NMOD,7,18,0.0,0.0,T1,0.0,0.0,3,B,f,1,U,DT,NMOD,6,18,0.0,0.0,T1,0.0,0.0,3,B,f,1,L*+H
NNS,SBJ,8,18,0.0,0.0,T1,0.0,0.0,3,B,f,2,L*+H,NN,NMOD,7,18,0.0,0.0,T1,0.0,0.0,3,B,f,1,S
MD,ROOT,9,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,NNS,SBJ,8,18,0.0,0.0,T1,0.0,0.0,3,B,f,2,U
VB,VC,10,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U,MD,ROOT,9,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S
NN,NMOD,11,18,0.0,0.0,R1,0.0,0.0,3,Z,f,3,S,VB,VC,10,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*+H
NNS,OBJ,12,18,0.0,0.0,R1,0.0,0.0,3,Z,f,2,L*+H,NN,NMOD,11,18,0.0,0.0,R1,0.0,0.0,3,Z,f,3,HL-
IN,EXT,13,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,HL-,NNS,OBJ,12,18,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S
RBR,DEP,14,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,IN,EXT,13,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,H*
IN,DEP,15,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,H*,RBR,DEP,14,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
DT,NMOD,16,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U,IN,DEP,15,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
JJ,PMOD,17,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U,DT,NMOD,16,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,LL-
DT,NMOD,1,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,JJ,PMOD,17,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
NNP,NMOD,2,10,0.0,0.0,T1,0.0,0.0,2,A,f,3,U,DT,NMOD,1,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
NNP,NAME,4,10,0.0,0.0,T1,0.0,0.0,2,A,f,2,L*+H,NNP,NMOD,2,10,0.0,0.0,T1,0.0,0.0,2,A,f,3,S
NNP,SBJ,5,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,S,NNP,NAME,4,10,0.0,0.0,T1,0.0,0.0,2,A,f,2,LH-
RB,MNR,6,10,0.0,0.0,R1,0.0,0.0,2,Z,f,4,LH-,NNP,SBJ,5,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,H*
VBD,ROOT,7,10,0.0,0.0,R1,0.0,0.0,2,Z,f,3,H*,RB,MNR,6,10,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S
DT,NMOD,8,10,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,VBD,ROOT,7,10,0.0,0.0,R1,0.0,0.0,2,Z,f,3,S
NNS,OBJ,9,10,0.0,0.0,R1,0.0,0.0,2,Z,f,3,S,DT,NMOD,8,10,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
DT,NMOD,1,19,0.0,0.0,T1,0.0,0.0,3,A,f,1,0.0,NNS,OBJ,9,10,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
VBN,NMOD,2,19,0.0,0.0,T1,0.0,0.0,3,A,f,2,U,DT,NMOD,1,19,0.0,0.0,T1,0.0,0.0,3,A,f,1,L*+H
NNS,SBJ,3,19,0.0,0.0,T1,0.0,0.0,3,A,f,1,L*+H,VBN,NMOD,2,19,0.0,0.0,T1,0.0,0.0,3,A,f,2,LL-
RB,ADV,4,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,LL-,NNS,SBJ,3,19,0.0,0.0,T1,0.0,0.0,3,A,f,1,H*
MD,OBJ,5,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,H*,RB,ADV,4,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,U
VB,VC,6,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,U,MD,OBJ,5,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S
JJR,PRD,7,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,S,VB,VC,6,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,L*+H
IN,ADV,8,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,L*+H,JJR,PRD,7,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,S
DT,NMOD,9,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S,IN,ADV,8,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,U
NNS,PMOD,10,19,0.0,0.0,R1,0.0,0.0,3,B,f,3,U,DT,NMOD,9,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,LH-
RB,ADV,11,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,LH-,NNS,PMOD,10,19,0.0,0.0,R1,0.0,0.0,3,B,f,3,H*
VBN,APPO,12,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,H*,RB,ADV,11,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S
TO,OPRD,13,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S,VBN,APPO,12,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,U
VB,IM,14,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,U,TO,OPRD,13,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S
NNS,OBJ,15,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,S,VB,IM,14,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,LH-
PRP,SBJ,17,19,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,LH-,NNS,OBJ,15,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,U
VBD,ROOT,18,19,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,U,PRP,SBJ,17,19,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,LL-
NNS,SBJ,1,22,0.0,0.0,T1,0.0,0.0,4,A,f,3,0.0,VBD,ROOT,18,19,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,L*+H
MD,ROOT,2,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,L*+H,NNS,SBJ,1,22,0.0,0.0,T1,0.0,0.0,4,A,f,3,U
VB,VC,3,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,U,MD,ROOT,2,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,S
VBN,VC,4,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,S,VB,VC,3,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,S
TO,OPRD,5,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,S,VBN,VC,4,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,U
VB,IM,6,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,U,TO,OPRD,5,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,LL-
IN,LOC,7,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,LL-,VB,IM,6,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,U
JJ,NMOD,8,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,U,IN,LOC,7,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,L*+H
NN,NMOD,9,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,L*+H,JJ,NMOD,8,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,S
NNS,PMOD,10,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,S,NN,NMOD,9,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,LL-
DT,NMOD,11,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,LL-,NNS,PMOD,10,22,0.0,0.0,R1,0.0,0.0,4,B,f,2,U
NNS,OBJ,12,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,U,DT,NMOD,11,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,L*+H
IN,NMOD,13,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,L*+H,NNS,OBJ,12,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,U
NNS,PMOD,14,22,0.0,0.0,R1,0.0,0.0,4,B,f,3,U,IN,NMOD,13,22,0.0,0.0,R1,0.0,0.0,4,B,f,1,S
WP,SBJ,15,22,P2,yes,T1,0.0,0.0,4,C,f,1,S,NNS,PMOD,14,22,0.0,0.0,R1,0.0,0.0,4,B,f,3,U
VBP,NMOD,16,22,P2,yes,R1,0.0,0.0,4,Z,f,1,U,WP,SBJ,15,22,P2,yes,T1,0.0,0.0,4,C,f,1,H*
TO,OPRD,17,22,P2,yes,R1,0.0,0.0,4,Z,f,1,H*,VBP,NMOD,16,22,P2,yes,R1,0.0,0.0,4,Z,f,1,U
VB,IM,18,22,P2,yes,R1,0.0,0.0,4,Z,f,1,U,TO,OPRD,17,22,P2,yes,R1,0.0,0.0,4,Z,f,1,S
NNS,OBJ,19,22,P2,yes,R1,0.0,0.0,4,Z,f,2,S,VB,IM,18,22,P2,yes,R1,0.0,0.0,4,Z,f,1,S
IN,TMP,20,22,P2,yes,R1,0.0,0.0,4,Z,f,1,S,NNS,OBJ,19,22,P2,yes,R1,0.0,0.0,4,Z,f,2,S
NN,PMOD,21,22,P2,yes,R1,0.0,0.0,4,Z,f,1,S,IN,TMP,20,22,P2,yes,R1,0.0,0.0,4,Z,f,1,LL-
DT,NMOD,1,22,0.0,0.0,T1,0.0,0.0,2,A,f,2,0.0,NN,PMOD,21,22,P2,yes,R1,0.0,0.0,4,Z,f,1,L*+H
NNS,SBJ,2,22,0.0,0.0,T1,0.0,0.0,2,A,f,3,L*+H,DT,NMOD,1,22,0.0,0.0,T1,0.0,0.0,2,A,f,2,S
VBD,ROOT,3,22,0.0,0.0,T1,0.0,0.0,2,A,f,1,S,NNS,SBJ,2,22,0.0,0.0,T1,0.0,0.0,2,A,f,3,S
VBG,OPRD,4,22,0.0,0.0,R1,T1,0.0,2,B,f,2,S,VBD,ROOT,3,22,0.0,0.0,T1,0.0,0.0,2,A,f,1,H*
DT,NMOD,5,22,0.0,0.0,R1,T1,0.0,2,B,f,1,H*,VBG,OPRD,4,22,0.0,0.0,R1,T1,0.0,2,B,f,2,U
NNP,OBJ,6,22,0.0,0.0,R1,T1,0.0,2,B,f,3,U,DT,NMOD,5,22,0.0,0.0,R1,T1,0.0,2,B,f,1,HL-
TO,OPRD,7,22,0.0,0.0,R1,T1,0.0,2,B,f,1,HL-,NNP,OBJ,6,22,0.0,0.0,R1,T1,0.0,2,B,f,3,U
VB,IM,8,22,0.0,0.0,R1,T1,0.0,2,B,f,2,U,TO,OPRD,7,22,0.0,0.0,R1,T1,0.0,2,B,f,1,L*+H
NNS,OBJ,9,22,0.0,0.0,R1,T1,0.0,2,B,f,3,L*+H,VB,IM,8,22,0.0,0.0,R1,T1,0.0,2,B,f,2,HL-
TO,OPRD,10,22,0.0,0.0,R1,R1,0.0,2,B,f,1,HL-,NNS,OBJ,9,22,0.0,0.0,R1,T1,0.0,2,B,f,3,U
VB,IM,11,22,0.0,0.0,R1,R1,0.0,2,B,f,2,U,TO,OPRD,10,22,0.0,0.0,R1,R1,0.0,2,B,f,1,S
PRP$,NMOD,12,22,0.0,0.0,R1,R1,0.0,2,B,f,1,S,VB,IM,11,22,0.0,0.0,R1,R1,0.0,2,B,f,2,U
NNS,OBJ,13,22,0.0,0.0,R1,R1,0.0,2,B,f,3,U,PRP$,NMOD,12,22,0.0,0.0,R1,R1,0.0,2,B,f,1,H*
CC,COORD,14,22,0.0,0.0,R1,R1,0.0,2,B,f,1,H*,NNS,OBJ,13,22,0.0,0.0,R1,R1,0.0,2,B,f,3,U
NNS,CONJ,15,22,0.0,0.0,R1,R1,0.0,2,B,f,1,U,CC,COORD,14,22,0.0,0.0,R1,R1,0.0,2,B,f,1,S
RB,TMP,16,22,0.0,0.0,R1,R1,0.0,2,B,f,4,S,NNS,CONJ,15,22,0.0,0.0,R1,R1,0.0,2,B,f,1,HL-
RB,ADV,18,22,0.0,0.0,R1,R1,0.0,2,B,f,1,HL-,RB,TMP,16,22,0.0,0.0,R1,R1,0.0,2,B,f,4,L*
DT,NMOD,19,22,0.0,0.0,R1,R1,0.0,2,B,f,1,L*,RB,ADV,18,22,0.0,0.0,R1,R1,0.0,2,B,f,1,U
NN,TMP,20,22,0.0,0.0,R1,R1,0.0,2,B,f,1,U,DT,NMOD,19,22,0.0,0.0,R1,R1,0.0,2,B,f,1,S
RB,NMOD,21,22,0.0,0.0,R1,R1,0.0,2,B,f,2,S,NN,TMP,20,22,0.0,0.0,R1,R1,0.0,2,B,f,1,LL-
NNS,SBJ,1,18,0.0,0.0,T1,0.0,0.0,3,A,f,3,0.0,RB,NMOD,21,22,0.0,0.0,R1,R1,0.0,2,B,f,2,L*+H
WP,SBJ,2,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,L*+H,NNS,SBJ,1,18,0.0,0.0,T1,0.0,0.0,3,A,f,3,U
VBP,NMOD,3,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,U,WP,SBJ,2,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,S
TO,OPRD,4,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,S,VBP,NMOD,3,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,U
VB,IM,5,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,U,TO,OPRD,4,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,S
DT,NMOD,6,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,S,VB,IM,5,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,U
VBN,NMOD,7,18,0.0,0.0,T1,0.0,0.0,3,A,f,2,U,DT,NMOD,6,18,0.0,0.0,T1,0.0,0.0,3,A,f,1,S
NN,OBJ,8,18,0.0,0.0,T1,0.0,0.0,3,A,f,2,S,VBN,NMOD,7,18,0.0,0.0,T1,0.0,0.0,3,A,f,2,LH-
MD,OBJ,9,18,0.0,0.0,R1,0.0,0.0,3,B,f,1,LH-,NN,OBJ,8,18,0.0,0.0,T1,0.0,0.0,3,A,f,2,U
VB,VC,10,18,0.0,0.0,R1,0.0,0.0,3,B,f,1,U,MD,OBJ,9,18,0.0,0.0,R1,0.0,0.0,3,B,f,1,H*
PRP$,NMOD,11,18,0.0,0.0,R1,0.0,0.0,3,B,f,1,H*,VB,VC,10,18,0.0,0.0,R1,0.0,0.0,3,B,f,1,U
NNS,OBJ,12,18,0.0,0.0,R1,0.0,0.0,3,B,f,5,U,PRP$,NMOD,11,18,0.0,0.0,R1,0.0,0.0,3,B,f,1,S
IN,LOC,13,18,0.0,0.0,R1,0.0,0.0,3,B,f,1,S,NNS,OBJ,12,18,0.0,0.0,R1,0.0,0.0,3,B,f,5,U
NNP,PMOD,14,18,0.0,0.0,R1,0.0,0.0,3,B,f,2,U,IN,LOC,13,18,0.0,0.0,R1,0.0,0.0,3,B,f,1,HL-
PRP,SBJ,16,18,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,HL-,NNP,PMOD,14,18,0.0,0.0,R1,0.0,0.0,3,B,f,2,U
VBD,ROOT,17,18,0.0,0.0,SP1,0.0,0.0,3,Z,f,2,U,PRP,SBJ,16,18,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,LL-
DT,NMOD,1,19,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,VBD,ROOT,17,18,0.0,0.0,SP1,0.0,0.0,3,Z,f,2,L*+H
NNS,SBJ,2,19,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H,DT,NMOD,1,19,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
VBP,ROOT,3,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NNS,SBJ,2,19,0.0,0.0,T1,0.0,0.0,2,A,f,1,U
VBN,VC,4,19,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U,VBP,ROOT,3,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
TO,OPRD,5,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,VBN,VC,4,19,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
VB,IM,6,19,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,TO,OPRD,5,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NN,OBJ,7,19,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S,VB,IM,6,19,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S
IN,TMP,8,19,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S,NN,OBJ,7,19,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S
NNP,NMOD,9,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,IN,TMP,8,19,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S
CD,PMOD,10,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NNP,NMOD,9,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
JJ,ADV,12,19,0.0,0.0,R1,0.0,0.0,2,Z,f,2,LL-,CD,PMOD,10,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
TO,AMOD,13,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,JJ,ADV,12,19,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
NNS,PMOD,14,19,0.0,0.0,R1,0.0,0.0,2,Z,f,4,U,TO,AMOD,13,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H
CC,COORD,15,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,NNS,PMOD,14,19,0.0,0.0,R1,0.0,0.0,2,Z,f,4,U
NNP,NAME,16,19,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,CC,COORD,15,19,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NNP,NMOD,17,19,0.0,0.0,R1,0.0,0.0,2,Z,f,3,S,NNP,NAME,16,19,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S
NN,CONJ,18,19,0.0,0.0,R1,0.0,0.0,2,Z,f,3,S,NNP,NMOD,17,19,0.0,0.0,R1,0.0,0.0,2,Z,f,3,HL-
IN,DEP,1,18,0.0,0.0,T1,T1,0.0,2,A,f,1,0.0,NN,CONJ,18,19,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
PRP$,NMOD,2,18,0.0,0.0,T1,T1,0.0,2,A,f,1,U,IN,DEP,1,18,0.0,0.0,T1,T1,0.0,2,A,f,1,U
NNS,PMOD,3,18,0.0,0.0,T1,T1,0.0,2,A,f,3,U,PRP$,NMOD,2,18,0.0,0.0,T1,T1,0.0,2,A,f,1,L*+H
TO,PRP,4,18,0.0,0.0,T1,R1,0.0,2,A,f,1,L*+H,NNS,PMOD,3,18,0.0,0.0,T1,T1,0.0,2,A,f,3,U
VB,IM,5,18,0.0,0.0,T1,R1,0.0,2,A,f,1,U,TO,PRP,4,18,0.0,0.0,T1,R1,0.0,2,A,f,1,S
RP,PRT,6,18,0.0,0.0,T1,R1,0.0,2,A,f,1,S,VB,IM,5,18,0.0,0.0,T1,R1,0.0,2,A,f,1,S
IN,ADV,7,18,0.0,0.0,T1,R1,0.0,2,A,f,1,S,RP,PRT,6,18,0.0,0.0,T1,R1,0.0,2,A,f,1,L*+H
DT,NMOD,8,18,0.0,0.0,T1,R1,0.0,2,A,f,1,L*+H,IN,ADV,7,18,0.0,0.0,T1,R1,0.0,2,A,f,1,U
NNS,PMOD,9,18,0.0,0.0,T1,R1,0.0,2,A,f,2,U,DT,NMOD,8,18,0.0,0.0,T1,R1,0.0,2,A,f,1,LH-
DT,NMOD,11,18,0.0,0.0,R1,T1,0.0,2,Z,f,1,LH-,NNS,PMOD,9,18,0.0,0.0,T1,R1,0.0,2,A,f,2,U
NN,SBJ,12,18,0.0,0.0,R1,T1,0.0,2,Z,f,2,U,DT,NMOD,11,18,0.0,0.0,R1,T1,0.0,2,Z,f,1,L*+H
RB,ADV,13,18,0.0,0.0,R1,R1,0.0,2,Z,f,1,L*+H,NN,SBJ,12,18,0.0,0.0,R1,T1,0.0,2,Z,f,2,L*
MD,ROOT,14,18,0.0,0.0,R1,R1,0.0,2,Z,f,2,L*,RB,ADV,13,18,0.0,0.0,R1,R1,0.0,2,Z,f,1,S
VB,VC,15,18,0.0,0.0,R1,R1,0.0,2,Z,f,2,S,MD,ROOT,14,18,0.0,0.0,R1,R1,0.0,2,Z,f,2,S
DT,NMOD,16,18,0.0,0.0,R1,R1,0.0,2,Z,f,1,S,VB,VC,15,18,0.0,0.0,R1,R1,0.0,2,Z,f,2,U
NN,OBJ,17,18,0.0,0.0,R1,R1,0.0,2,Z,f,1,U,DT,NMOD,16,18,0.0,0.0,R1,R1,0.0,2,Z,f,1,HL-
CD,NMOD,1,10,0.0,0.0,R1,0.0,0.0,2,A,f,1,0.0,NN,OBJ,17,18,0.0,0.0,R1,R1,0.0,2,Z,f,1,S
NN,NMOD,2,10,0.0,0.0,R1,0.0,0.0,2,A,f,6,S,CD,NMOD,1,10,0.0,0.0,R1,0.0,0.0,2,A,f,1,L*+H
NNS,SBJ,3,10,0.0,0.0,R1,0.0,0.0,2,A,f,4,L*+H,NN,NMOD,2,10,0.0,0.0,R1,0.0,0.0,2,A,f,6,LL-
VBP,ROOT,4,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,LL-,NNS,SBJ,3,10,0.0,0.0,R1,0.0,0.0,2,A,f,4,U
NN,PRD,5,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,U,VBP,ROOT,4,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,H*
IN,NMOD,6,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,H*,NN,PRD,5,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,U
DT,NMOD,7,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,U,IN,NMOD,6,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,U
NN,NMOD,8,10,0.0,0.0,T1,0.0,0.0,2,Z,f,2,U,DT,NMOD,7,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,S
NN,PMOD,9,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,S,NN,NMOD,8,10,0.0,0.0,T1,0.0,0.0,2,Z,f,2,HL-
DT,NMOD,1,27,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,NN,PMOD,9,10,0.0,0.0,T1,0.0,0.0,2,Z,f,1,U
JJ,NMOD,2,27,0.0,0.0,T1,0.0,0.0,2,A,f,1,U,DT,NMOD,1,27,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
JJ,NMOD,4,27,0.0,0.0,T1,0.0,0.0,2,A,f,2,L*+H,JJ,NMOD,2,27,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
NN,NMOD,5,27,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H,JJ,NMOD,4,27,0.0,0.0,T1,0.0,0.0,2,A,f,2,S
NN,SBJ,7,27,0.0,0.0,T1,0.0,0.0,2,A,f,1,S,NN,NMOD,5,27,0.0,0.0,T1,0.0,0.0,2,A,f,1,LH-
MD,ROOT,8,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LH-,NN,SBJ,7,27,0.0,0.0,T1,0.0,0.0,2,A,f,1,U
VBP,VC,9,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,MD,ROOT,8,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H
NNS,OBJ,10,27,0.0,0.0,R1,0.0,0.0,2,Z,f,4,L*+H,VBP,VC,9,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
IN,NMOD,11,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NNS,OBJ,10,27,0.0,0.0,R1,0.0,0.0,2,Z,f,4,U
NNS,PMOD,12,27,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U,IN,NMOD,11,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*
