@relation std_tobi_adv_them_n-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R26-I-1

@attribute W numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute Id numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute nWSpan numeric
@attribute 'Copy of W-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of PoS-1' {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of Id-1' numeric
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of Prop-1' {P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {T1,R1,SP1}
@attribute 'Copy of TH3-1' {T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of nWSpan-1' numeric
@attribute TOBI-1 {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}
@attribute tobi {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}

@data
9,9,0.0,6,P,?,?,R1,?,?,2,Z,4,8,9,NNS,6,OBJ,?,?,R1,?,?,2,Z,4,LL-,?
1,18,VBG,9,ADV,?,?,SP1,?,?,3,A,5,9,9,0.0,6,P,?,?,R1,?,?,2,Z,4,?,L*+H
2,18,TO,1,PMOD,?,?,SP1,?,?,3,A,5,1,18,VBG,9,ADV,?,?,SP1,?,?,3,A,5,L*+H,?
3,18,DT,4,NMOD,?,?,SP1,?,?,3,A,5,2,18,TO,1,PMOD,?,?,SP1,?,?,3,A,5,?,?
4,18,NNS,2,PMOD,?,?,SP1,?,?,3,A,5,3,18,DT,4,NMOD,?,?,SP1,?,?,3,A,5,?,LH-
5,18,c,9,P,?,?,SP1,?,?,3,A,5,4,18,NNS,2,PMOD,?,?,SP1,?,?,3,A,5,LH-,?
6,18,DT,8,NMOD,?,?,T1,?,?,3,B,3,5,18,c,9,P,?,?,SP1,?,?,3,A,5,?,?
7,18,NN,8,NMOD,?,?,T1,?,?,3,B,3,6,18,DT,8,NMOD,?,?,T1,?,?,3,B,3,?,L*+H
8,18,NNS,9,SBJ,?,?,T1,?,?,3,B,3,7,18,NN,8,NMOD,?,?,T1,?,?,3,B,3,L*+H,LH-
9,18,MD,0,ROOT,?,?,R1,?,?,3,Z,10,8,18,NNS,9,SBJ,?,?,T1,?,?,3,B,3,LH-,?
10,18,VB,9,VC,?,?,R1,?,?,3,Z,10,9,18,MD,0,ROOT,?,?,R1,?,?,3,Z,10,?,?
11,18,NN,12,NMOD,?,?,R1,?,?,3,Z,10,10,18,VB,9,VC,?,?,R1,?,?,3,Z,10,?,L*+H
12,18,NNS,10,OBJ,?,?,R1,?,?,3,Z,10,11,18,NN,12,NMOD,?,?,R1,?,?,3,Z,10,L*+H,LH-
13,18,IN,10,EXT,?,?,R1,?,?,3,Z,10,12,18,NNS,10,OBJ,?,?,R1,?,?,3,Z,10,LH-,?
14,18,RBR,16,DEP,?,?,R1,?,?,3,Z,10,13,18,IN,10,EXT,?,?,R1,?,?,3,Z,10,?,H*
15,18,IN,16,DEP,?,?,R1,?,?,3,Z,10,14,18,RBR,16,DEP,?,?,R1,?,?,3,Z,10,H*,?
16,18,DT,17,NMOD,?,?,R1,?,?,3,Z,10,15,18,IN,16,DEP,?,?,R1,?,?,3,Z,10,?,?
17,18,JJ,13,PMOD,?,?,R1,?,?,3,Z,10,16,18,DT,17,NMOD,?,?,R1,?,?,3,Z,10,?,LL-
18,18,0.0,9,P,?,?,R1,?,?,3,Z,10,17,18,JJ,13,PMOD,?,?,R1,?,?,3,Z,10,LL-,?
1,10,DT,2,NMOD,?,?,T1,?,?,2,A,5,18,18,0.0,9,P,?,?,R1,?,?,3,Z,10,?,?
2,10,NNP,5,NMOD,?,?,T1,?,?,2,A,5,1,10,DT,2,NMOD,?,?,T1,?,?,2,A,5,?,L*+H
3,10,POS,2,SUFFIX,?,?,T1,?,?,2,A,5,2,10,NNP,5,NMOD,?,?,T1,?,?,2,A,5,L*+H,?
4,10,NNP,5,NAME,?,?,T1,?,?,2,A,5,3,10,POS,2,SUFFIX,?,?,T1,?,?,2,A,5,?,?
5,10,NNP,7,SBJ,?,?,T1,?,?,2,A,5,4,10,NNP,5,NAME,?,?,T1,?,?,2,A,5,?,LH-
6,10,RB,7,MNR,?,?,R1,?,?,2,Z,5,5,10,NNP,7,SBJ,?,?,T1,?,?,2,A,5,LH-,H*
7,10,VBD,0,ROOT,?,?,R1,?,?,2,Z,5,6,10,RB,7,MNR,?,?,R1,?,?,2,Z,5,H*,?
8,10,DT,9,NMOD,?,?,R1,?,?,2,Z,5,7,10,VBD,0,ROOT,?,?,R1,?,?,2,Z,5,?,?
9,10,NNS,7,OBJ,?,?,R1,?,?,2,Z,5,8,10,DT,9,NMOD,?,?,R1,?,?,2,Z,5,?,LL-
10,10,0.0,7,P,?,?,R1,?,?,2,Z,5,9,10,NNS,7,OBJ,?,?,R1,?,?,2,Z,5,LL-,?
1,19,DT,3,NMOD,?,?,T1,?,?,3,A,3,10,10,0.0,7,P,?,?,R1,?,?,2,Z,5,?,?
2,19,VBN,3,NMOD,?,?,T1,?,?,3,A,3,1,19,DT,3,NMOD,?,?,T1,?,?,3,A,3,?,L*+H
3,19,NNS,5,SBJ,?,?,T1,?,?,3,A,3,2,19,VBN,3,NMOD,?,?,T1,?,?,3,A,3,L*+H,LL-
4,19,RB,5,ADV,?,?,R1,?,?,3,B,13,3,19,NNS,5,SBJ,?,?,T1,?,?,3,A,3,LL-,?
5,19,MD,18,OBJ,?,?,R1,?,?,3,B,13,4,19,RB,5,ADV,?,?,R1,?,?,3,B,13,?,?
6,19,VB,5,VC,?,?,R1,?,?,3,B,13,5,19,MD,18,OBJ,?,?,R1,?,?,3,B,13,?,?
7,19,JJR,6,PRD,?,?,R1,?,?,3,B,13,6,19,VB,5,VC,?,?,R1,?,?,3,B,13,?,L*+H
8,19,IN,6,ADV,?,?,R1,?,?,3,B,13,7,19,JJR,6,PRD,?,?,R1,?,?,3,B,13,L*+H,?
9,19,DT,10,NMOD,?,?,R1,?,?,3,B,13,8,19,IN,6,ADV,?,?,R1,?,?,3,B,13,?,?
10,19,NNS,8,PMOD,?,?,R1,?,?,3,B,13,9,19,DT,10,NMOD,?,?,R1,?,?,3,B,13,?,LH-
11,19,RB,12,ADV,?,?,R1,?,?,3,B,13,10,19,NNS,8,PMOD,?,?,R1,?,?,3,B,13,LH-,H*
12,19,VBN,10,APPO,?,?,R1,?,?,3,B,13,11,19,RB,12,ADV,?,?,R1,?,?,3,B,13,H*,?
13,19,TO,12,OPRD,?,?,R1,?,?,3,B,13,12,19,VBN,10,APPO,?,?,R1,?,?,3,B,13,?,?
14,19,VB,13,IM,?,?,R1,?,?,3,B,13,13,19,TO,12,OPRD,?,?,R1,?,?,3,B,13,?,?
15,19,NNS,14,OBJ,?,?,R1,?,?,3,B,13,14,19,VB,13,IM,?,?,R1,?,?,3,B,13,?,LH-
16,19,c,18,P,?,?,R1,?,?,3,B,13,15,19,NNS,14,OBJ,?,?,R1,?,?,3,B,13,LH-,?
17,19,PRP,18,SBJ,?,?,SP1,?,?,3,Z,3,16,19,c,18,P,?,?,R1,?,?,3,B,13,?,?
18,19,VBD,0,ROOT,?,?,SP1,?,?,3,Z,3,17,19,PRP,18,SBJ,?,?,SP1,?,?,3,Z,3,?,L*L-
19,19,0.0,18,P,?,?,SP1,?,?,3,Z,3,18,19,VBD,0,ROOT,?,?,SP1,?,?,3,Z,3,L*L-,?
1,22,NNS,2,SBJ,?,?,T1,?,?,4,A,1,19,19,0.0,18,P,?,?,SP1,?,?,3,Z,3,?,L*+H
2,22,MD,0,ROOT,?,?,R1,?,?,4,B,13,1,22,NNS,2,SBJ,?,?,T1,?,?,4,A,1,L*+H,?
3,22,VB,2,VC,?,?,R1,?,?,4,B,13,2,22,MD,0,ROOT,?,?,R1,?,?,4,B,13,?,?
4,22,VBN,3,VC,?,?,R1,?,?,4,B,13,3,22,VB,2,VC,?,?,R1,?,?,4,B,13,?,H+L*
5,22,TO,4,OPRD,?,?,R1,?,?,4,B,13,4,22,VBN,3,VC,?,?,R1,?,?,4,B,13,H+L*,?
6,22,VB,5,IM,?,?,R1,?,?,4,B,13,5,22,TO,4,OPRD,?,?,R1,?,?,4,B,13,?,?
7,22,IN,6,LOC,?,?,R1,?,?,4,B,13,6,22,VB,5,IM,?,?,R1,?,?,4,B,13,?,?
8,22,JJ,10,NMOD,?,?,R1,?,?,4,B,13,7,22,IN,6,LOC,?,?,R1,?,?,4,B,13,?,L*+H
9,22,NN,10,NMOD,?,?,R1,?,?,4,B,13,8,22,JJ,10,NMOD,?,?,R1,?,?,4,B,13,L*+H,H*
10,22,NNS,7,PMOD,?,?,R1,?,?,4,B,13,9,22,NN,10,NMOD,?,?,R1,?,?,4,B,13,H*,LL-
11,22,DT,12,NMOD,?,?,R1,?,?,4,B,13,10,22,NNS,7,PMOD,?,?,R1,?,?,4,B,13,LL-,?
12,22,NNS,6,OBJ,?,?,R1,?,?,4,B,13,11,22,DT,12,NMOD,?,?,R1,?,?,4,B,13,?,L*+H
13,22,IN,12,NMOD,?,?,R1,?,?,4,B,13,12,22,NNS,6,OBJ,?,?,R1,?,?,4,B,13,L*+H,?
14,22,NNS,13,PMOD,?,?,R1,?,?,4,B,13,13,22,IN,12,NMOD,?,?,R1,?,?,4,B,13,?,?
15,22,WP,16,SBJ,P2,yes,T1,?,?,4,C,1,14,22,NNS,13,PMOD,?,?,R1,?,?,4,B,13,?,?
16,22,VBP,14,NMOD,P2,yes,R1,?,?,4,Z,7,15,22,WP,16,SBJ,P2,yes,T1,?,?,4,C,1,?,H*
17,22,TO,16,OPRD,P2,yes,R1,?,?,4,Z,7,16,22,VBP,14,NMOD,P2,yes,R1,?,?,4,Z,7,H*,?
18,22,VB,17,IM,P2,yes,R1,?,?,4,Z,7,17,22,TO,16,OPRD,P2,yes,R1,?,?,4,Z,7,?,?
19,22,NNS,18,OBJ,P2,yes,R1,?,?,4,Z,7,18,22,VB,17,IM,P2,yes,R1,?,?,4,Z,7,?,?
20,22,IN,18,TMP,P2,yes,R1,?,?,4,Z,7,19,22,NNS,18,OBJ,P2,yes,R1,?,?,4,Z,7,?,?
21,22,NN,20,PMOD,P2,yes,R1,?,?,4,Z,7,20,22,IN,18,TMP,P2,yes,R1,?,?,4,Z,7,?,LL-
22,22,0.0,2,P,P2,yes,R1,?,?,4,Z,7,21,22,NN,20,PMOD,P2,yes,R1,?,?,4,Z,7,LL-,?
1,22,DT,2,NMOD,?,?,T1,?,?,2,A,3,22,22,0.0,2,P,P2,yes,R1,?,?,4,Z,7,?,L*+H
2,22,NNS,3,SBJ,?,?,T1,?,?,2,A,3,1,22,DT,2,NMOD,?,?,T1,?,?,2,A,3,L*+H,?
3,22,VBD,0,ROOT,?,?,T1,?,?,2,A,3,2,22,NNS,3,SBJ,?,?,T1,?,?,2,A,3,?,?
4,22,VBG,3,OPRD,?,?,R1,T1,?,2,B,19,3,22,VBD,0,ROOT,?,?,T1,?,?,2,A,3,?,H*
5,22,DT,6,NMOD,?,?,R1,T1,?,2,B,19,4,22,VBG,3,OPRD,?,?,R1,T1,?,2,B,19,H*,?
6,22,NNP,4,OBJ,?,?,R1,T1,?,2,B,19,5,22,DT,6,NMOD,?,?,R1,T1,?,2,B,19,?,HL-
7,22,TO,4,OPRD,?,?,R1,T1,?,2,B,19,6,22,NNP,4,OBJ,?,?,R1,T1,?,2,B,19,HL-,?
8,22,VB,7,IM,?,?,R1,T1,?,2,B,19,7,22,TO,4,OPRD,?,?,R1,T1,?,2,B,19,?,L*+H
9,22,NNS,8,OBJ,?,?,R1,T1,?,2,B,19,8,22,VB,7,IM,?,?,R1,T1,?,2,B,19,L*+H,HL-
10,22,TO,8,OPRD,?,?,R1,R1,?,2,B,19,9,22,NNS,8,OBJ,?,?,R1,T1,?,2,B,19,HL-,?
11,22,VB,10,IM,?,?,R1,R1,?,2,B,19,10,22,TO,8,OPRD,?,?,R1,R1,?,2,B,19,?,?
12,22,PRP$,13,NMOD,?,?,R1,R1,?,2,B,19,11,22,VB,10,IM,?,?,R1,R1,?,2,B,19,?,?
13,22,NNS,11,OBJ,?,?,R1,R1,?,2,B,19,12,22,PRP$,13,NMOD,?,?,R1,R1,?,2,B,19,?,H+L*
14,22,CC,13,COORD,?,?,R1,R1,?,2,B,19,13,22,NNS,11,OBJ,?,?,R1,R1,?,2,B,19,H+L*,?
15,22,NNS,14,CONJ,?,?,R1,R1,?,2,B,19,14,22,CC,13,COORD,?,?,R1,R1,?,2,B,19,?,?
16,22,RB,11,TMP,?,?,R1,R1,?,2,B,19,15,22,NNS,14,CONJ,?,?,R1,R1,?,2,B,19,?,HL-
17,22,c,11,P,?,?,R1,R1,?,2,B,19,16,22,RB,11,TMP,?,?,R1,R1,?,2,B,19,HL-,?
18,22,RB,11,ADV,?,?,R1,R1,?,2,B,19,17,22,c,11,P,?,?,R1,R1,?,2,B,19,?,L*
19,22,DT,20,NMOD,?,?,R1,R1,?,2,B,19,18,22,RB,11,ADV,?,?,R1,R1,?,2,B,19,L*,?
20,22,NN,4,TMP,?,?,R1,R1,?,2,B,19,19,22,DT,20,NMOD,?,?,R1,R1,?,2,B,19,?,?
21,22,RB,20,NMOD,?,?,R1,R1,?,2,B,19,20,22,NN,4,TMP,?,?,R1,R1,?,2,B,19,?,LL-
22,22,0.0,3,P,?,?,R1,R1,?,2,B,19,21,22,RB,20,NMOD,?,?,R1,R1,?,2,B,19,LL-,?
1,18,NNS,9,SBJ,?,?,T1,?,?,3,A,8,22,22,0.0,3,P,?,?,R1,R1,?,2,B,19,?,L*+H
2,18,WP,3,SBJ,?,?,T1,?,?,3,A,8,1,18,NNS,9,SBJ,?,?,T1,?,?,3,A,8,L*+H,?
3,18,VBP,1,NMOD,?,?,T1,?,?,3,A,8,2,18,WP,3,SBJ,?,?,T1,?,?,3,A,8,?,?
4,18,TO,3,OPRD,?,?,T1,?,?,3,A,8,3,18,VBP,1,NMOD,?,?,T1,?,?,3,A,8,?,?
5,18,VB,4,IM,?,?,T1,?,?,3,A,8,4,18,TO,3,OPRD,?,?,T1,?,?,3,A,8,?,?
6,18,DT,8,NMOD,?,?,T1,?,?,3,A,8,5,18,VB,4,IM,?,?,T1,?,?,3,A,8,?,?
7,18,VBN,8,NMOD,?,?,T1,?,?,3,A,8,6,18,DT,8,NMOD,?,?,T1,?,?,3,A,8,?,?
8,18,NN,5,OBJ,?,?,T1,?,?,3,A,8,7,18,VBN,8,NMOD,?,?,T1,?,?,3,A,8,?,LH-
9,18,MD,17,OBJ,?,?,R1,?,?,3,B,7,8,18,NN,5,OBJ,?,?,T1,?,?,3,A,8,LH-,?
10,18,VB,9,VC,?,?,R1,?,?,3,B,7,9,18,MD,17,OBJ,?,?,R1,?,?,3,B,7,?,H*
11,18,PRP$,12,NMOD,?,?,R1,?,?,3,B,7,10,18,VB,9,VC,?,?,R1,?,?,3,B,7,H*,?
12,18,NNS,10,OBJ,?,?,R1,?,?,3,B,7,11,18,PRP$,12,NMOD,?,?,R1,?,?,3,B,7,?,?
13,18,IN,12,LOC,?,?,R1,?,?,3,B,7,12,18,NNS,10,OBJ,?,?,R1,?,?,3,B,7,?,?
14,18,NNP,13,PMOD,?,?,R1,?,?,3,B,7,13,18,IN,12,LOC,?,?,R1,?,?,3,B,7,?,HL-
15,18,c,17,P,?,?,R1,?,?,3,B,7,14,18,NNP,13,PMOD,?,?,R1,?,?,3,B,7,HL-,?
16,18,PRP,17,SBJ,?,?,SP1,?,?,3,Z,3,15,18,c,17,P,?,?,R1,?,?,3,B,7,?,H+
17,18,VBD,0,ROOT,?,?,SP1,?,?,3,Z,3,16,18,PRP,17,SBJ,?,?,SP1,?,?,3,Z,3,H+,L*L-
18,18,0.0,17,P,?,?,SP1,?,?,3,Z,3,17,18,VBD,0,ROOT,?,?,SP1,?,?,3,Z,3,L*L-,?
1,19,DT,2,NMOD,?,?,T1,?,?,2,A,2,18,18,0.0,17,P,?,?,SP1,?,?,3,Z,3,?,L*+H
2,19,NNS,3,SBJ,?,?,T1,?,?,2,A,2,1,19,DT,2,NMOD,?,?,T1,?,?,2,A,2,L*+H,?
3,19,VBP,0,ROOT,?,?,R1,?,?,2,Z,17,2,19,NNS,3,SBJ,?,?,T1,?,?,2,A,2,?,?
4,19,VBN,3,VC,?,?,R1,?,?,2,Z,17,3,19,VBP,0,ROOT,?,?,R1,?,?,2,Z,17,?,?
5,19,TO,4,OPRD,?,?,R1,?,?,2,Z,17,4,19,VBN,3,VC,?,?,R1,?,?,2,Z,17,?,?
6,19,VB,5,IM,?,?,R1,?,?,2,Z,17,5,19,TO,4,OPRD,?,?,R1,?,?,2,Z,17,?,?
7,19,NN,6,OBJ,?,?,R1,?,?,2,Z,17,6,19,VB,5,IM,?,?,R1,?,?,2,Z,17,?,?
8,19,IN,6,TMP,?,?,R1,?,?,2,Z,17,7,19,NN,6,OBJ,?,?,R1,?,?,2,Z,17,?,?
9,19,NNP,10,NMOD,?,?,R1,?,?,2,Z,17,8,19,IN,6,TMP,?,?,R1,?,?,2,Z,17,?,?
10,19,CD,8,PMOD,?,?,R1,?,?,2,Z,17,9,19,NNP,10,NMOD,?,?,R1,?,?,2,Z,17,?,LL-
11,19,c,6,P,?,?,R1,?,?,2,Z,17,10,19,CD,8,PMOD,?,?,R1,?,?,2,Z,17,LL-,?
12,19,JJ,6,ADV,?,?,R1,?,?,2,Z,17,11,19,c,6,P,?,?,R1,?,?,2,Z,17,?,?
13,19,TO,12,AMOD,?,?,R1,?,?,2,Z,17,12,19,JJ,6,ADV,?,?,R1,?,?,2,Z,17,?,?
14,19,NNS,13,PMOD,?,?,R1,?,?,2,Z,17,13,19,TO,12,AMOD,?,?,R1,?,?,2,Z,17,?,L*+H
15,19,CC,3,COORD,?,?,R1,?,?,2,Z,17,14,19,NNS,13,PMOD,?,?,R1,?,?,2,Z,17,L*+H,?
16,19,NNP,17,NAME,?,?,R1,?,?,2,Z,17,15,19,CC,3,COORD,?,?,R1,?,?,2,Z,17,?,?
17,19,NNP,18,NMOD,?,?,R1,?,?,2,Z,17,16,19,NNP,17,NAME,?,?,R1,?,?,2,Z,17,?,?
18,19,NN,15,CONJ,?,?,R1,?,?,2,Z,17,17,19,NNP,18,NMOD,?,?,R1,?,?,2,Z,17,?,HL-
19,19,0.0,3,P,?,?,R1,?,?,2,Z,17,18,19,NN,15,CONJ,?,?,R1,?,?,2,Z,17,HL-,?
1,18,IN,4,DEP,?,?,T1,T1,?,2,A,10,19,19,0.0,3,P,?,?,R1,?,?,2,Z,17,?,?
2,18,PRP$,3,NMOD,?,?,T1,T1,?,2,A,10,1,18,IN,4,DEP,?,?,T1,T1,?,2,A,10,?,?
3,18,NNS,1,PMOD,?,?,T1,T1,?,2,A,10,2,18,PRP$,3,NMOD,?,?,T1,T1,?,2,A,10,?,L*+H
4,18,TO,14,PRP,?,?,T1,R1,?,2,A,10,3,18,NNS,1,PMOD,?,?,T1,T1,?,2,A,10,L*+H,?
5,18,VB,4,IM,?,?,T1,R1,?,2,A,10,4,18,TO,14,PRP,?,?,T1,R1,?,2,A,10,?,?
6,18,RP,5,PRT,?,?,T1,R1,?,2,A,10,5,18,VB,4,IM,?,?,T1,R1,?,2,A,10,?,?
7,18,IN,5,ADV,?,?,T1,R1,?,2,A,10,6,18,RP,5,PRT,?,?,T1,R1,?,2,A,10,?,L*+H
8,18,DT,9,NMOD,?,?,T1,R1,?,2,A,10,7,18,IN,5,ADV,?,?,T1,R1,?,2,A,10,L*+H,?
9,18,NNS,7,PMOD,?,?,T1,R1,?,2,A,10,8,18,DT,9,NMOD,?,?,T1,R1,?,2,A,10,?,LH-
10,18,c,14,P,?,?,T1,R1,?,2,A,10,9,18,NNS,7,PMOD,?,?,T1,R1,?,2,A,10,LH-,?
11,18,DT,12,NMOD,?,?,R1,T1,?,2,Z,8,10,18,c,14,P,?,?,T1,R1,?,2,A,10,?,?
12,18,NN,14,SBJ,?,?,R1,T1,?,2,Z,8,11,18,DT,12,NMOD,?,?,R1,T1,?,2,Z,8,?,L*+H
13,18,RB,14,ADV,?,?,R1,R1,?,2,Z,8,12,18,NN,14,SBJ,?,?,R1,T1,?,2,Z,8,L*+H,L*
14,18,MD,0,ROOT,?,?,R1,R1,?,2,Z,8,13,18,RB,14,ADV,?,?,R1,R1,?,2,Z,8,L*,?
15,18,VB,14,VC,?,?,R1,R1,?,2,Z,8,14,18,MD,0,ROOT,?,?,R1,R1,?,2,Z,8,?,?
16,18,DT,17,NMOD,?,?,R1,R1,?,2,Z,8,15,18,VB,14,VC,?,?,R1,R1,?,2,Z,8,?,?
17,18,NN,15,OBJ,?,?,R1,R1,?,2,Z,8,16,18,DT,17,NMOD,?,?,R1,R1,?,2,Z,8,?,HL-
18,18,0.0,14,P,?,?,R1,R1,?,2,Z,8,17,18,NN,15,OBJ,?,?,R1,R1,?,2,Z,8,HL-,?
1,10,CD,3,NMOD,?,?,R1,?,?,2,A,3,18,18,0.0,14,P,?,?,R1,R1,?,2,Z,8,?,?
2,10,NN,3,NMOD,?,?,R1,?,?,2,A,3,1,10,CD,3,NMOD,?,?,R1,?,?,2,A,3,?,L*+H
3,10,NNS,4,SBJ,?,?,R1,?,?,2,A,3,2,10,NN,3,NMOD,?,?,R1,?,?,2,A,3,L*+H,LL-
4,10,VBP,0,ROOT,?,?,T1,?,?,2,Z,9,3,10,NNS,4,SBJ,?,?,R1,?,?,2,A,3,LL-,?
5,10,NN,4,PRD,?,?,T1,?,?,2,Z,9,4,10,VBP,0,ROOT,?,?,T1,?,?,2,Z,9,?,H*
6,10,IN,5,NMOD,?,?,T1,?,?,2,Z,9,5,10,NN,4,PRD,?,?,T1,?,?,2,Z,9,H*,?
7,10,DT,9,NMOD,?,?,T1,?,?,2,Z,9,6,10,IN,5,NMOD,?,?,T1,?,?,2,Z,9,?,?
8,10,NN,9,NMOD,?,?,T1,?,?,2,Z,9,7,10,DT,9,NMOD,?,?,T1,?,?,2,Z,9,?,?
9,10,NN,6,PMOD,?,?,T1,?,?,2,Z,9,8,10,NN,9,NMOD,?,?,T1,?,?,2,Z,9,?,HL-
10,10,0.0,4,P,?,?,T1,?,?,2,Z,9,9,10,NN,6,PMOD,?,?,T1,?,?,2,Z,9,HL-,?
1,27,DT,7,NMOD,?,?,T1,?,?,2,A,7,10,10,0.0,4,P,?,?,T1,?,?,2,Z,9,?,?
2,27,JJ,7,NMOD,?,?,T1,?,?,2,A,7,1,27,DT,7,NMOD,?,?,T1,?,?,2,A,7,?,?
3,27,cc,5,P,?,?,T1,?,?,2,A,7,2,27,JJ,7,NMOD,?,?,T1,?,?,2,A,7,?,?
4,27,JJ,5,NMOD,?,?,T1,?,?,2,A,7,3,27,cc,5,P,?,?,T1,?,?,2,A,7,?,L*+H
5,27,NN,7,NMOD,?,?,T1,?,?,2,A,7,4,27,JJ,5,NMOD,?,?,T1,?,?,2,A,7,L*+H,?
6,27,cc,5,P,?,?,T1,?,?,2,A,7,5,27,NN,7,NMOD,?,?,T1,?,?,2,A,7,?,?
7,27,NN,8,SBJ,?,?,T1,?,?,2,A,7,6,27,cc,5,P,?,?,T1,?,?,2,A,7,?,LH-
8,27,MD,0,ROOT,?,?,R1,?,?,2,Z,20,7,27,NN,8,SBJ,?,?,T1,?,?,2,A,7,LH-,?
9,27,VBP,8,VC,?,?,R1,?,?,2,Z,20,8,27,MD,0,ROOT,?,?,R1,?,?,2,Z,20,?,L*+H
10,27,NNS,9,OBJ,?,?,R1,?,?,2,Z,20,9,27,VBP,8,VC,?,?,R1,?,?,2,Z,20,L*+H,?
11,27,IN,10,NMOD,?,?,R1,?,?,2,Z,20,10,27,NNS,9,OBJ,?,?,R1,?,?,2,Z,20,?,?
12,27,NNS,11,PMOD,?,?,R1,?,?,2,Z,20,11,27,IN,10,NMOD,?,?,R1,?,?,2,Z,20,?,?
13,27,VBN,12,APPO,?,?,R1,?,?,2,Z,20,12,27,NNS,11,PMOD,?,?,R1,?,?,2,Z,20,?,?
14,27,TO,13,ADV,?,?,R1,?,?,2,Z,20,13,27,VBN,12,APPO,?,?,R1,?,?,2,Z,20,?,?
15,27,NNP,16,NAME,?,?,R1,?,?,2,Z,20,14,27,TO,13,ADV,?,?,R1,?,?,2,Z,20,?,?
16,27,NNP,14,PMOD,?,?,R1,?,?,2,Z,20,15,27,NNP,16,NAME,?,?,R1,?,?,2,Z,20,?,LH-
17,27,c,16,P,?,?,R1,?,?,2,Z,20,16,27,NNP,14,PMOD,?,?,R1,?,?,2,Z,20,LH-,?
18,27,JJ,19,NMOD,?,?,R1,?,?,2,Z,20,17,27,c,16,P,?,?,R1,?,?,2,Z,20,?,H*
19,27,NN,16,APPO,?,?,R1,?,?,2,Z,20,18,27,JJ,19,NMOD,?,?,R1,?,?,2,Z,20,H*,LH-
20,27,CC,8,COORD,?,?,R1,?,?,2,Z,20,19,27,NN,16,APPO,?,?,R1,?,?,2,Z,20,LH-,?
21,27,IN,26,NMOD,?,?,R1,?,?,2,Z,20,20,27,CC,8,COORD,?,?,R1,?,?,2,Z,20,?,?
22,27,DT,23,NMOD,?,?,R1,?,?,2,Z,20,21,27,IN,26,NMOD,?,?,R1,?,?,2,Z,20,?,H*
23,27,NNS,21,PMOD,?,?,R1,?,?,2,Z,20,22,27,DT,23,NMOD,?,?,R1,?,?,2,Z,20,H*,LH-
24,27,c,26,P,?,?,R1,?,?,2,Z,20,23,27,NNS,21,PMOD,?,?,R1,?,?,2,Z,20,LH-,?
25,27,NNP,26,NAME,?,?,R1,?,?,2,Z,20,24,27,c,26,P,?,?,R1,?,?,2,Z,20,?,L*
